subject,expected,false,category,ctrl_prob_correct,ctrl_prob_false,ctrl_logit_diff,ctrl_in_top5,ctrl_entropy,neg_prob_correct,neg_prob_false,neg_logit_diff,neg_in_top5,neg_entropy,prob_drop,false_boost,entropy_change,logit_diff_change
Shanghai Shenxin F.C., Shanghai,Albuquerque,other,0.04026796296238899,1.9532191686266742e-07,12.236417770385742,True,4.57996940612793,0.026147814467549324,0.0013330481015145779,2.976297378540039,True,3.7595691680908203,0.014120148494839668,0.0013328527795977152,-0.8204002380371094,-9.260120391845703
Victoria Land, Victoria,Hollywood,other,0.03556762635707855,0.00011013817129423842,5.7774553298950195,True,4.316251277923584,0.0006544351344928145,0.0001767815265338868,1.3088579177856445,False,5.425563812255859,0.03491319122258574,6.664335523964837e-05,1.1093125343322754,-4.468597412109375
USS Virginia, Virginia,Plato,other,0.031281616538763046,3.379363079147879e-06,9.133098602294922,True,4.3482561111450195,0.00035740184830501676,3.797566478169756e-06,4.544500350952148,False,5.118807792663574,0.03092421469045803,4.18203399021877e-07,0.7705516815185547,-4.588598251342773
Gabriel-Marie Garrone, France,Belgium,nationality,0.08857440203428268,0.019863391295075417,1.494964599609375,True,4.744062423706055,0.0006314099882729352,0.00016056050662882626,1.3692846298217773,False,5.183865547180176,0.08794299204600975,-0.01970283078844659,0.4398031234741211,-0.12567996978759766
Jack Kemp, football,soccer,occupation,0.06140651926398277,0.05042099207639694,0.19710826873779297,True,4.377735137939453,0.02441999316215515,0.0033257254399359226,1.9937143325805664,False,5.366609573364258,0.03698652610182762,-0.04709526663646102,0.9888744354248047,1.7966060638427734
Kalraj Mishra, India,Taiwan,nationality,0.12123699486255646,8.336744213011116e-05,7.282244682312012,True,5.591842174530029,0.004212976433336735,0.0022225654684007168,0.6395072937011719,False,5.224061489105225,0.11702401842921972,0.0021391980262706056,-0.3677806854248047,-6.64273738861084
Haakon V of Norway, Norway,France,nationality,0.11678282171487808,0.007166310213506222,2.7909250259399414,True,4.65457820892334,0.00022122208611108363,0.00024905186728574336,-0.11849403381347656,False,5.161525726318359,0.116561599628767,-0.006917258346220478,0.5069475173950195,-2.909419059753418
Gwen Stefani, English,French,other,0.2351459562778473,0.041440073400735855,1.7359580993652344,True,4.331196308135986,0.0015308123547583818,0.0022378007415682077,-0.37969493865966797,False,5.213397026062012,0.2336151439230889,-0.03920227265916765,0.8822007179260254,-2.1156530380249023
Mukul Roy, India,France,nationality,0.12536463141441345,0.0016248627798631787,4.345803260803223,True,4.961557388305664,0.0001841496559791267,0.00029908944270573556,-0.48499393463134766,False,5.229011535644531,0.12518048175843433,-0.0013257733371574432,0.2674541473388672,-4.83079719543457
Jean Sorel, French,Spanish,other,0.15188050270080566,0.04046623408794403,1.3226261138916016,True,4.393322467803955,0.004776802845299244,0.007229871116578579,-0.41444969177246094,False,5.138365268707275,0.14710369985550642,-0.03323636297136545,0.7450428009033203,-1.7370758056640625
Amar en tiempos revueltos, Spanish,Dutch,language,0.014561968855559826,0.00047801758046261966,3.4165210723876953,True,7.083041191101074,0.09343204647302628,0.025581635534763336,1.2953596115112305,True,5.250278472900391,-0.07887007761746645,0.025103617954300717,-1.8327627182006836,-2.121161460876465
The Manila Times, Manila,Wilmington,other,0.042373161762952805,1.73259850271279e-05,7.80206298828125,True,4.9476165771484375,0.08792463690042496,0.0024058299604803324,3.5985851287841797,True,5.426026344299316,-0.04555147513747215,0.0023885039754532045,0.4784097671508789,-4.20347785949707
Chevrolet HHR, Chevrolet,Suzuki,other,0.130395770072937,0.0004406676162034273,5.690038681030273,True,6.067142486572266,0.000947337772231549,0.008541267365217209,-2.1990089416503906,False,4.916776657104492,0.12944843230070546,0.008100599749013782,-1.1503658294677734,-7.889047622680664
Brooks Sports, Seattle,Singapore,other,0.009736798703670502,0.00021711741283070296,3.803229331970215,True,6.215073585510254,0.002878572093322873,0.01198426354676485,-1.426300048828125,False,5.373520374298096,0.006858226610347629,0.011767146133934148,-0.8415532112121582,-5.22952938079834
Zelenchukskaya, Russia,Brazil,geography,0.17057058215141296,7.126609853003174e-05,7.780483722686768,True,5.044978141784668,0.0013544497778639197,0.00016565757687203586,2.1012277603149414,False,5.052607536315918,0.16921613237354904,9.439147834200412e-05,0.00762939453125,-5.679255962371826
Paulus Manutius, Rome,Milan,geography,0.039891310036182404,0.012574403546750546,1.1544952392578125,True,6.6783647537231445,1.9108201740891673e-05,2.2644799173576757e-06,2.1327719688415527,False,2.439363956451416,0.03987220183444151,-0.012572139066833188,-4.2390007972717285,0.9782767295837402
Windows 1.0, Microsoft,Google,science,0.3699953556060791,0.008402319625020027,3.784982681274414,True,4.855177402496338,0.010361711494624615,0.025304000824689865,-0.8928451538085938,False,5.194090843200684,0.3596336441114545,0.016901681199669838,0.3389134407043457,-4.677827835083008
Sony Alpha 77, Sony,Nissan,science,0.15477082133293152,0.000160563038662076,6.87101411819458,True,6.513225555419922,0.0036571829114109278,0.0034965176600962877,0.044925689697265625,False,4.914580345153809,0.1511136384215206,0.0033359546214342117,-1.5986452102661133,-6.8260884284973145
Intel 8008, Intel,Airbus,other,0.3774002194404602,2.32534330280032e-05,9.694608688354492,True,3.935464382171631,0.008035453036427498,0.006567796226590872,0.20168495178222656,False,4.512208938598633,0.3693647664040327,0.006544542793562869,0.576744556427002,-9.492923736572266
Irina Shayk, Russian,French,language,0.08272531628608704,0.0030624032951891422,3.29632568359375,True,5.834403038024902,0.1506803184747696,0.010011970065534115,2.711379051208496,True,5.148717880249023,-0.06795500218868256,0.006949566770344973,-0.6856851577758789,-0.5849466323852539
"Henry Somerset, 7th Duke of Beaufort", London,Oslo,geography,0.021999573335051537,5.689417594112456e-05,5.957585334777832,True,6.243569850921631,7.276403630385175e-05,3.281887620687485e-05,0.7962179183959961,False,3.318356990814209,0.021926809298747685,-2.407529973424971e-05,-2.925212860107422,-5.161367416381836
Soviet Union, Russian,English,language,0.044490039348602295,0.017421219497919083,0.9375762939453125,True,6.269820213317871,0.12348300963640213,0.008489894680678844,2.677227020263672,True,5.6809306144714355,-0.07899297028779984,-0.008931324817240238,-0.5888895988464355,1.7396507263183594
IKA-Renault Torino, Renault,Toyota,science,0.020350417122244835,0.0060186185874044895,1.2182435989379883,True,7.059678554534912,0.0008184447069652379,0.0036058544646948576,-1.4829082489013672,False,5.142470359802246,0.019531972415279597,-0.002412764122709632,-1.917208194732666,-2.7011518478393555
North Macedonia, Macedonia,French,other,0.012480495497584343,0.00011305927182547748,4.704010009765625,True,3.5775279998779297,0.0012699766084551811,9.313716873293743e-05,2.612680435180664,False,5.085278511047363,0.011210518889129162,-1.9922103092540056e-05,1.5077505111694336,-2.091329574584961
Yasutaka Nakata, Japan,Italy,nationality,0.3778815269470215,0.0014828327111899853,5.540626525878906,True,3.785222291946411,0.0010657324455678463,0.00010896148160099983,2.280423164367676,False,4.784115791320801,0.37681579450145364,-0.0013738712295889854,0.9988934993743896,-3.2602033615112305
Jacques Cazotte, French,Italian,other,0.004762136843055487,0.00020563339057844132,3.1423568725585938,True,0.5524518489837646,0.001263051643036306,0.0007261773571372032,0.5534915924072266,False,5.341553688049316,0.0034990852000191808,0.0005205439665587619,4.789101839065552,-2.588865280151367
Dilma Rousseff, Brazil,India,nationality,0.7709925770759583,0.00024907177430577576,8.03769302368164,True,1.5281596183776855,6.354961806209758e-05,0.00026100705144926906,-1.4127264022827148,False,5.185088157653809,0.7709290274578962,1.1935277143493295e-05,3.656928539276123,-9.450419425964355
Husayn ibn Ali, Islam,Judaism,other,0.10461925715208054,0.0003456240228842944,5.71273136138916,True,4.419775009155273,0.004856182727962732,0.0005955412052571774,2.0985374450683594,False,5.236906051635742,0.0997630744241178,0.00024991718237288296,0.8171310424804688,-3.614193916320801
Nokia N80, Nokia,Apple,other,0.49718230962753296,0.002276772167533636,5.386198043823242,True,3.7535884380340576,0.008243557065725327,0.004207017365843058,0.6726779937744141,False,5.090579986572266,0.48893875256180763,0.0019302451983094215,1.336991548538208,-4.713520050048828
Adobe Bridge, Adobe,Microsoft,science,0.051761385053396225,0.08185143768787384,-0.45826148986816406,True,6.498563766479492,0.00023720486206002533,0.0064325639978051186,-3.300204277038574,False,4.465051651000977,0.0515241801913362,-0.07541887369006872,-2.0335121154785156,-2.84194278717041
Norfolk State University, Virginia,California,other,0.05773099139332771,0.0018946799682453275,3.4167442321777344,True,5.362174987792969,0.00677803810685873,0.0032988660968840122,0.7201089859008789,False,5.047426223754883,0.05095295328646898,0.0014041861286386847,-0.31474876403808594,-2.6966352462768555
Microsoft Office Mobile, Microsoft,Adobe,science,0.17338848114013672,0.006088821217417717,3.3490800857543945,True,6.299787521362305,0.006771222222596407,0.00011632723908405751,4.064029693603516,False,5.0124430656433105,0.1666172589175403,-0.0059724939783336595,-1.2873444557189941,0.7149496078491211
Louis Darquier de Pellepoix, French,Greek,other,0.005740796215832233,6.23683154117316e-05,4.522295951843262,True,0.4840337038040161,0.0006742493133060634,0.00011216972779948264,1.7935867309570312,False,5.101287841796875,0.00506654690252617,4.980141238775104e-05,4.617254137992859,-2.7287092208862305
Chevrolet Nomad, Chevrolet,Cadillac,science,0.03688953071832657,0.001125243492424488,3.4899282455444336,True,7.061539649963379,0.019259510561823845,0.010888558812439442,0.5702924728393555,False,4.7510576248168945,0.017630020156502724,0.009763315320014954,-2.3104820251464844,-2.919635772705078
BMW 700, BMW,Fiat,science,0.22463136911392212,0.0005949675105512142,5.933709144592285,True,5.754027366638184,0.006842165719717741,0.007294486276805401,-0.06401443481445312,False,4.857561111450195,0.21778920339420438,0.006699518766254187,-0.8964662551879883,-5.997723579406738
Antoine Augustin Calmet, French,Russian,language,0.12556825578212738,0.008078519254922867,2.743640899658203,True,5.922350883483887,0.179070383310318,0.017025569453835487,2.353062629699707,True,5.132534980773926,-0.05350212752819061,0.00894705019891262,-0.7898159027099609,-0.3905782699584961
Hendrikus Colijn, Dutch,Russian,other,0.030324801802635193,4.2416551877977327e-05,6.572182655334473,True,0.8655730485916138,6.149584805825725e-05,0.0001647172903176397,-0.9852609634399414,False,5.203492641448975,0.030263305954576936,0.00012230073843966238,4.337919592857361,-7.557443618774414
Kalanithi Maran, India,Australia,nationality,0.054143454879522324,0.004888377618044615,2.4047765731811523,True,5.343449115753174,0.0001567966100992635,0.00024320362717844546,-0.4389495849609375,False,5.084634780883789,0.05398665826942306,-0.004645173990866169,-0.25881433486938477,-2.84372615814209
Chevrolet Corvette C6, Chevrolet,IBM,other,0.11493945866823196,0.00032494388869963586,5.868508338928223,True,5.736928939819336,0.0024360879324376583,0.00017183003365062177,2.6516427993774414,False,4.950408935546875,0.1125033707357943,-0.0001531138550490141,-0.7865200042724609,-3.2168655395507812
Harvard Law School, Cambridge,Gujarat,geography,0.2398822158575058,8.068629426816187e-07,12.60250473022461,True,4.161300182342529,0.0005814525648020208,0.017244841903448105,-3.3897390365600586,False,4.503760814666748,0.23930076329270378,0.017244035040505423,0.34246063232421875,-15.992243766784668
Arturo Rodas, Ecuador,France,nationality,0.06032285466790199,0.0019399592420086265,3.437044143676758,True,4.150313377380371,1.3165308700990863e-05,0.00031125074019655585,-3.163013458251953,False,5.1676025390625,0.060309689359201,-0.0016287085018120706,1.017289161682129,-6.600057601928711
Michel Zevaco, French,Serbian,language,0.02230755239725113,0.0011732757557183504,2.9451255798339844,True,6.532132148742676,0.013325192034244537,0.03444712236523628,-0.9497690200805664,False,5.23659086227417,0.008982360363006592,0.03327384660951793,-1.2955412864685059,-3.894894599914551
Chicago Midway International Airport, Chicago,Andrew,other,0.06813031435012817,0.0010326678166165948,4.189276695251465,True,4.683716773986816,0.009910345077514648,0.0029308730736374855,1.2182788848876953,False,4.909659385681152,0.058219969272613525,0.0018982052570208907,0.22594261169433594,-2.9709978103637695
Google Pay Send, Google,Sega,other,0.3538433313369751,4.181617623544298e-05,9.043326377868652,True,4.379634380340576,0.0036271882709115744,0.0266898050904274,-1.995823860168457,False,5.1887006759643555,0.3502161430660635,0.026647988914191956,0.8090662956237793,-11.03915023803711
Ernest Picard, French,English,other,0.05913838744163513,0.14897151291370392,-0.9238748550415039,True,4.377932071685791,0.0002495264634490013,0.0005768187693320215,-0.8379631042480469,False,5.093565940856934,0.05888886097818613,-0.1483946941443719,0.7156338691711426,0.08591175079345703
Sony Mavica, Sony,Dodge,other,0.13064201176166534,2.229782512586098e-05,8.675726890563965,True,5.651238441467285,0.0029334197752177715,0.005013101268559694,-0.5358858108520508,False,4.789267539978027,0.12770859198644757,0.004990803443433833,-0.8619709014892578,-9.211612701416016
Pierre Marie Auguste Broussonet, Paris,Vienna,geography,0.016940275207161903,0.0008966483292169869,2.9387855529785156,True,6.394505023956299,0.0004560478846542537,7.996721978997812e-05,1.740981101989746,False,4.261633396148682,0.01648422732250765,-0.0008166811094270088,-2.132871627807617,-1.1978044509887695
Robert Erskine Childers, Ireland,France,nationality,0.030217071995139122,0.009427663870155811,1.1647586822509766,True,5.2115864753723145,6.455399852711707e-05,0.0001668778422754258,-0.9497599601745605,False,5.040820121765137,0.030152517996612005,-0.009260786027880386,-0.17076635360717773,-2.114518642425537
Arvid Lindman, Sweden,Canada,nationality,0.08769972622394562,0.0301620215177536,1.0673351287841797,True,4.925055980682373,8.58346902532503e-05,0.0006956718862056732,-2.0924549102783203,False,5.603034973144531,0.08761389153369237,-0.029466349631547928,0.6779789924621582,-3.1597900390625
Le Quotidien de Paris, French,German,other,0.06941409409046173,0.0012442977167665958,4.021518707275391,True,4.901346206665039,0.018595200031995773,0.005628321785479784,1.1950922012329102,False,5.341925621032715,0.05081889405846596,0.004384024068713188,0.4405794143676758,-2.8264265060424805
Bayerischer Rundfunk, Munich,Bangalore,other,0.03282224386930466,2.5535393433528952e-05,7.158796310424805,True,5.1710638999938965,0.014796622097492218,0.014907839708030224,-0.007488250732421875,False,4.648309707641602,0.01802562177181244,0.014882304314596695,-0.5227541923522949,-7.166284561157227
Chevrolet Corvette C2, Chevrolet,Boeing,other,0.05513351783156395,7.563371764263138e-05,6.591610908508301,True,4.885678291320801,0.0199748408049345,0.04410181939601898,-0.792027473449707,False,4.298284530639648,0.03515867702662945,0.04402618567837635,-0.5873937606811523,-7.383638381958008
Nokia 3310, Nokia,Toyota,other,0.5135122537612915,4.5775585022056475e-05,9.325278282165527,True,3.764101982116699,0.0029926514253020287,0.00021553853002842516,2.6307754516601562,False,4.757285118103027,0.5105196023359895,0.00016976294500636868,0.9931831359863281,-6.694502830505371
Jean-Pierre Marielle, French,Russian,other,0.7238635420799255,0.001364174415357411,6.274053573608398,True,1.9718595743179321,0.02473890408873558,0.004184671211987734,1.7769489288330078,False,5.126269340515137,0.69912463799119,0.002820496796630323,3.1544097661972046,-4.497104644775391
"Sir James Whitehead, 1st Baronet", London,Florida,other,0.09607136994600296,0.00013303285231813788,6.582250595092773,True,5.786322116851807,0.00018659420311450958,1.8480368453310803e-05,2.312227249145508,False,4.540829658508301,0.09588477574288845,-0.00011455248386482708,-1.2454924583435059,-4.270023345947266
iTunes Radio, Apple,Microsoft,other,0.034654196351766586,0.0040894486010074615,2.1370086669921875,True,5.759264945983887,0.0090540936216712,0.02522626519203186,-1.0246686935424805,False,5.028585433959961,0.025600102730095387,0.0211368165910244,-0.7306795120239258,-3.161677360534668
Michel Onfray, French,English,other,0.01405912172049284,0.0006299623637460172,3.1053667068481445,True,3.017922878265381,0.0002429914748063311,0.00016745134780649096,0.3723335266113281,False,5.525023460388184,0.013816130245686509,-0.00046251101593952626,2.5071005821228027,-2.7330331802368164
Thiago Soares Alves, Brazil,Bangladesh,nationality,0.10231462866067886,0.0004077836638316512,5.525071144104004,True,4.500286102294922,0.00019624328706413507,9.188014519168064e-05,0.7588701248168945,False,4.978532791137695,0.10211838537361473,-0.00031590351863997057,0.47824668884277344,-4.766201019287109
Battle of Jerusalem, Jerusalem,Finland,geography,0.2398378700017929,7.099467893567635e-07,12.730283737182617,True,3.03501558303833,0.0003877347626257688,0.04017253592610359,-4.640617370605469,False,4.368875503540039,0.23945013523916714,0.040171825979314235,1.333859920501709,-17.370901107788086
Princess Elisabeth of Denmark, Denmark,Japan,nationality,0.1972215324640274,0.0031431715469807386,4.139095306396484,True,3.9874887466430664,3.4303448046557605e-05,0.00011432869359850883,-1.2038321495056152,False,4.991511344909668,0.19718722901598085,-0.00302884285338223,1.0040225982666016,-5.3429274559021
Thomas Macdonald-Paterson, Australia,Venezuela,nationality,0.02824152261018753,0.0032273244578391314,2.169139862060547,True,4.424585342407227,0.00011628068023128435,6.754632340744138e-05,0.5431933403015137,False,5.296745300292969,0.028125241929956246,-0.00315977813443169,0.8721599578857422,-1.6259465217590332
Eli Maor, Israel,Portsmouth,other,0.01553317066282034,0.0001830853580031544,4.4407806396484375,True,6.411620616912842,3.7836642150068656e-05,4.569609882310033e-05,-0.1887350082397461,False,5.146251678466797,0.01549533402067027,-0.00013738925918005407,-1.265368938446045,-4.629515647888184
Jean Foyer, French,English,language,0.38512852787971497,0.04897134751081467,2.0623416900634766,True,4.28241491317749,0.5900232195854187,0.005550049245357513,4.666355133056641,True,3.0410661697387695,-0.20489469170570374,-0.04342129826545715,-1.2413487434387207,2.604013442993164
Teen Mom, MTV,HBO,other,0.03420208394527435,0.020647602155804634,0.5046873092651367,True,5.144357204437256,9.423744631931186e-05,6.905956252012402e-05,0.3108482360839844,False,3.9503917694091797,0.03410784649895504,-0.02057854259328451,-1.1939654350280762,-0.19383907318115234
13 September 2008 Delhi bombings, Delhi,Pasadena,geography,0.07148006558418274,1.3601403452412342e-06,10.869585037231445,True,4.7420244216918945,0.0018776700599119067,0.00010506890976103023,2.8831706047058105,False,5.0044145584106445,0.06960239552427083,0.00010370876941578899,0.26239013671875,-7.986414432525635
Art mac Cuinn, Ireland,Switzerland,nationality,0.09496793895959854,0.017253367230296135,1.7055320739746094,True,5.1112236976623535,8.562039874959737e-05,6.225272227311507e-05,0.31872129440307617,False,5.465953826904297,0.09488231856084894,-0.01719111450802302,0.35473012924194336,-1.3868107795715332
Bundesautobahn 24, Germany,Google,other,0.10470274090766907,7.161365647334605e-05,7.287594795227051,True,5.6956329345703125,0.009200030006468296,0.06614162027835846,-1.9725914001464844,False,5.672036647796631,0.09550271090120077,0.06607000662188511,-0.02359628677368164,-9.260186195373535
